title,english_title,romaji_title,genres,rating_anilist,rating_mal,episodes,status,format,season,year,synopsis,studio,source_material,popularity_anilist,mal_members,mal_rank,cover_image_url,start_date,end_date,duration_per_ep,age_rating,mal_id
Hell’s Paradise,Hell’s Paradise,Jigokuraku,Action | Adventure | Mystery | Supernatural,8.0,8.09,13.0,FINISHED,TV,SPRING,2023.0,"The Edo period is nearing its end. Gabimaru, a shinobi formerly known as the strongest in Iwagakure who is now a death row convict, is told that he will be acquitted and set free if he can bring back the Elixir of Life from an island that is rumored to be the Buddhist pure land Sukhavati. In hopes of reuniting with his beloved wife, Gabimaru heads to the island along with the executioner Yamada Asaemon Sagiri. Upon arriving there, they encounter other death row convicts in search of the Elixir of Life... as well as a host of unknown creatures, eerie manmade statues, and the hermits who rule the island. Can Gabimaru find the Elixir of Life on this mysterious island and make it back home alive? (Source: Crunchyroll)",MAPPA,MANGA,334006,959652.0,617.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx128893-Gc2t8b8M0mVu.jpg,2023-04-01,2023-07-01,24.0,R - 17+ (violence & profanity),46569.0
JoJo's Bizarre Adventure: Stardust Crusaders,JoJo's Bizarre Adventure: Stardust Crusaders,JoJo no Kimyou na Bouken: Stardust Crusaders,Action | Adventure | Supernatural,7.9,8.11,24.0,FINISHED,TV,SPRING,2014.0,"In a Japanese jail sits 17-year-old Jotaro Kujo: punk, fighter, delinquent...and possessed by a force beyond his control! Around the world, evil spirits are awakening: ""Stands,"" monstrous invisible creatures which give their bearers incredible powers. To save his mother's life, Jotaro must tame his dark forces and travel around the world to Cairo, Egypt, where a hundred-year-old vampire thirsts for the blood of his family. But the road is long, and an army of evil Stand Users waits to kill JoJo and his friends... (Source: VIZ Media)",david production,MANGA,329101,1375551.0,589.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20474-xuqem5GBlBtb.jpg,2014-04-05,2014-09-13,24.0,R - 17+ (violence & profanity),20899.0
Bakemonogatari,Bakemonogatari,Bakemonogatari,Comedy | Drama | Mystery | Psychological | Romance | Supernatural,8.2,8.32,15.0,FINISHED,TV,SUMMER,2009.0,"First season of the Monogatari Series, part 1/6. Contains the arcs Hitagi Crab, Mayoi Snail, Suruga Monkey, Nadeko Snake, and Tsubasa Cat from the Bakemonogatari light novels. Thanks to Meme Oshino, Koyomi Araragi, a high school student, is able to remain a human after coming across a female vampire... However, since the incident, Koyomi seems to meet girls who have an apparition-related issue. Hitagi Senjougahara doesn’t weigh anything, Suruga Kanbaru’s right arm becomes like that of a monkey’s, and a young girl, Mayoi, cannot find her way home no matter how many times she tries. Koyomi, a Mr. Nice Guy, ends up helping each and every girl solve her problem with the help of Meme Oshino. (Source: Aniplex) Note: Only the first 12 episodes were broadcast on television; the remaining three episodes were distributed on the anime's website between November 3, 2009, and June 25, 2010.",Shaft,LIGHT_NOVEL,328986,1493762.0,301.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx5081-9GocceQ5Z865.jpg,2009-07-03,2010-06-25,24.0,R - 17+ (violence & profanity),5081.0
Tower of God,Tower of God,Kami no Tou: Tower of God,Action | Adventure | Drama | Fantasy | Mystery,7.4,7.55,13.0,FINISHED,TV,SPRING,2020.0,"There is a tower that summons chosen people called ""Regulars"" with the promise of granting their deepest desires. Whether it be wealth, fame, authority, or something that surpasses them all—everything awaits those who reach the top. Twenty-Fifth Bam is a boy who had only known a dark cave, a dirty cloth, and an unreachable light his entire life. So when a girl named Rachel came to him through the light, his entire world changed. Becoming close friends with Rachel, he learned various things about the outside world from her. But when Rachel says she must leave him to climb the Tower, his world shatters around him. Vowing to follow after her no matter what it takes, he sets his sight on the tower, and a miracle occurs. Thus begins the journey of Bam, a young boy who was not chosen by the Tower but opened its gates by himself. They call his kind ""Irregulars""—beings that have shaken the very foundation of the Tower each time they set foot inside it.",Telecom Animation Film,MANGA,322285,1071127.0,2057.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx115230-QHOdSN7yt8ab.jpg,2020-04-02,2020-06-25,25.0,PG-13 - Teens 13 or older,40221.0
Monster,Monster,MONSTER,Drama | Horror | Mystery | Psychological | Thriller,8.8,8.9,74.0,FINISHED,TV,SPRING,2004.0,"Dr. Kenzo Tenma is a renowned Japanese brain surgeon working at a leading hospital in Germany. One night, Dr. Tenma risks his reputation and career to save the life of a critically wounded young boy over that of the town mayor who had been planning to support the hospital financially. A string of mysterious murders begin to occur soon after the operation, and Dr. Tenma emerges as the primary suspect despite no incriminating evidence. A doctor is taught to believe that all life is equal; however, when another series of murders occur in the surgeon's vicinity, Dr. Tenma's beliefs are shaken as his actions that night are shown to have much broader consequences than he could have imagined. Leaving behind his life as a surgeon he embarks on a journey across the country to unravel the mystery of the boy he saved.",MADHOUSE,MANGA,320935,1332763.0,25.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx19-gtMC64182sm4.jpg,2004-04-07,2005-09-28,24.0,R+ - Mild Nudity,19.0
Dr. STONE: STONE WARS,Dr. STONE: STONE WARS,Dr. STONE: STONE WARS,Action | Adventure | Comedy | Sci-Fi,8.1,8.15,11.0,FINISHED,TV,WINTER,2021.0,"The second season of Dr. STONE Armed with the power of science and a genius intellect, Senkuu is determined to save humanity. However, Tsukasa’s empire goes on the offensive to halt the progress of science. Bolder choices are made as these two start a war that rocks the Stone World. (Source: Crunchyroll)",TMS Entertainment,MANGA,319876,1206565.0,521.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx113936-D4eYd4XwslVI.jpg,2021-01-14,2021-03-25,24.0,PG-13 - Teens 13 or older,40852.0
Miss Kobayashi's Dragon Maid,Miss Kobayashi's Dragon Maid,Kobayashi-san Chi no Maidragon,Comedy | Fantasy | Slice of Life,7.7,7.9,13.0,FINISHED,TV,WINTER,2017.0,"What happens when a drunken promise leads to living with a dragon? That’s Miss Kobayashi’s new reality when Tohru appears in her life. With a maid-slash-dragon in her home, she’s experiencing a whole new level of domestic bliss! But the dragons don’t stop there. On a mission to find Tohru appears Kanna, a little dragon with a big attitude. Before she knows it, Kobayashi’s got a house full of dragons—one serving tail and the other serving serious moe! Together, they live side by side with only the occasional disaster…well, maybe. But nothing beats coming home to the warm welcome of a dragon maid! (Source: Funimation)",Kyoto Animation,MANGA,318463,1331653.0,949.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21776-bwPaYKhnKfUs.png,2017-01-12,2017-04-06,24.0,PG-13 - Teens 13 or older,33206.0
Seraph of the End: Vampire Reign,Seraph of the End: Vampire Reign,Owari no Seraph,Action | Drama | Fantasy | Mystery | Supernatural,7.3,7.49,12.0,FINISHED,TV,SPRING,2015.0,"The story takes place in a world where an unknown virus has killed the entire human population except for children under 13. Those children were then enslaved by vampires. The manga centers on Yuichiro Hyakuya, a human who dreams of becoming strong enough to kill all vampires. (Source: Anime News Network)",WIT STUDIO,MANGA,314213,1456557.0,2360.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20829-pgsXVjrfyI5V.png,2015-04-04,2015-06-20,24.0,R - 17+ (violence & profanity),26243.0
Wotakoi: Love is Hard for Otaku,Wotakoi: Love is Hard for Otaku,Wotaku ni Koi wa Muzukashii,Comedy | Romance | Slice of Life,7.8,7.92,11.0,FINISHED,TV,SPRING,2018.0,"Having slept through all four of her alarms, the energetic Narumi Momose finds herself running late for her first day of work at a new office. As she races to catch her train, she makes a promise to herself that none of her coworkers will find out about her dark secret: that she is an otaku and a fujoshi. Her plan goes instantly awry, though, when she runs into Hirotaka Nifuji, an old friend from middle school. Although she tries to keep her secret by inviting him out for drinks after work, her cover is blown when he casually asks her whether or not she will be attending the upcoming Summer Comiket. Luckily for her, the only witnesses—Hanako Koyanagi and Tarou Kabakura—are otaku as well. Later that night, the pair go out for drinks so that they can catch up after all the years apart. After Narumi complains about her previous boyfriend breaking up with her because he refused to date a fujoshi, Hirotaka suggests that she try dating a fellow otaku, specifically himself. He makes a solemn promise to always be there for her, to support her, and to help her farm for rare drops in Monster Hunter. Blown away by the proposal, Narumi agrees immediately. Thus the two otaku start dating, and their adorably awkward romance begins. (Source: MAL Rewrite)",A-1 Pictures,MANGA,313236,1104154.0,912.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx99578-oO5KChtfhzln.png,2018-04-13,2018-06-22,23.0,PG-13 - Teens 13 or older,35968.0
SPY x FAMILY Cour 2,SPY x FAMILY Cour 2,SPY×FAMILY Part 2,Action | Comedy | Slice of Life | Supernatural,8.1,8.2,13.0,FINISHED,TV,FALL,2022.0,"The second half of SPYxFAMILY. With Anya Forger successfully enrolled at the renowned Eden Academy, Operation Strix advances to its second phase. To investigate Ostanian politician Donovan Desmond, Anya must either befriend his son Damian or collect eight Stella Stars to become an Imperial Scholar. Fortunately, Anya has already acquired her first star. In celebration, her adoptive father, Loid, decides to fulfill her wish to adopt a dog. During their canine search, Loid receives new orders from his superiors, who have found that a band of Berlint University students is plotting to assassinate Westalis' Minister Brantz using bombs worn by trained dogs. While Loid tries to stop their plans, Anya stumbles upon the terrorists' base of operations. There, she befriends a kindhearted, clairvoyant dog who the family later names Bond. Although the Forgers continue to lead their individual lives in secrecy, the family—with a new fluffy addition—remains united through all of the unusual obstacles thrown their way. (Source: MAL Rewrite)",WIT STUDIO,MANGA,313114,1137876.0,456.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx142838-26JrqcFU1ljB.jpg,2022-10-01,2022-12-24,24.0,PG-13 - Teens 13 or older,50602.0
The Promised Neverland Season 2,The Promised Neverland Season 2,Yakusoku no Neverland 2,Action | Adventure | Drama | Fantasy | Horror | Psychological | Thriller,5.2,5.24,11.0,FINISHED,TV,WINTER,2021.0,"The second season of Yakusoku no Neverland. Fifteen children escape Grace Field House, a false paradise, hoping for a chance at freedom. Instead, they encounter plants and animals they have never before seen, and are chased by demons. The outside world is so beautiful, and yet is almost too cruel to face. Even so, the children refuse to give up. They are guided in their search for better lives only by a message from Minerva and a pen Norman left behind in order to fulfill their promise to return to the House to save those of their family who are still trapped within. (Source: Aniplex of America) Note: Episode 1 streamed early on Amazon Prime on Jan 7, 2021. The regular TV broadcast started on Jan 8, 2021.",CloverWorks,MANGA,312224,1001657.0,13962.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx108725-ZKivuyr4Jtc9.jpg,2021-01-08,2021-03-26,23.0,R - 17+ (violence & profanity),39617.0
Puella Magi Madoka Magica,Puella Magi Madoka Magica,Mahou Shoujo Madoka☆Magica,Action | Drama | Fantasy | Mahou Shoujo | Psychological | Thriller,8.3,8.39,12.0,FINISHED,TV,WINTER,2011.0,"One night, 14-year-old Madoka Kaname has a terrible nightmare - against the backdrop of a devastated city, she witnesses a girl fight a losing battle against a dreadful being lingering above, while a cat-like magical creature tells Madoka the only way to change such tragic outcome is for her to make a contract with him and become a magical girl. The next day, the teen's dream seemingly becomes reality as the girl she saw in her dream - Homura - arrives at Mitakihara Middle School as a transfer student, mysteriously warning Madoka to stay just the way she is; but when later on she and her best friend Sayaka encounter the same cat-like magical creature from her dream - who introduces himself as Kyubey - the pair discovers that magical girls are real, and what's more, they can choose to become one. All they must do is sign a contract with Kyubey and agree to take on the duty to fight abstract beings called 'witches' that spread despair to the human world, and in return, each one of them will be granted any single wish they desire. However, as Homura's omen suggests, there might be far more to becoming a magical girl than Madoka and Sayaka realize... Notes: - Due to the 2011 Tōhoku earthquake and tsunami, the broadcasts of episodes 11 and 12 were delayed and were later aired as a double feature on April 21, 2011.",Shaft,ORIGINAL,311423,1413307.0,236.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx9756-QnUGwlwwnsuN.jpg,2011-01-07,2011-04-22,24.0,PG-13 - Teens 13 or older,9756.0
